,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
9984,157,17,31,20149,0,0,0,A,Dixmoor village,Illinois,3644,3649,3650,3650,3647,3639,3621,3592,3561
9985,157,17,31,20292,0,0,0,A,Dolton village,Illinois,23153,23074,23090,23146,23189,23238,23193,23058,22891
9986,157,17,31,21696,0,0,0,A,East Dundee village (pt.),Illinois,0,0,0,0,0,0,0,0,0
9987,157,17,31,21904,0,0,0,A,East Hazel Crest village,Illinois,1543,1545,1547,1550,1553,1555,1552,1543,1532
9988,157,17,31,23074,0,0,0,A,Elgin city (pt.),Illinois,24032,24094,24134,24307,24443,24594,24772,24887,24893
9989,157,17,31,23256,0,0,0,A,Elk Grove Village village (pt.),Illinois,33127,33125,33154,33246,33325,33376,33329,33150,32931
9990,157,17,31,23620,0,0,0,A,Elmhurst city (pt.),Illinois,0,0,0,0,0,0,0,0,0
9991,157,17,31,23724,0,0,0,A,Elmwood Park village,Illinois,24883,24883,24897,24938,24970,24978,24918,24776,24626
9992,157,17,31,24582,0,0,0,A,Evanston city,Illinois,74486,74485,74592,75066,75582,75787,75767,75350,74895
9993,157,17,31,24634,0,0,0,A,Evergreen Park village,Illinois,19852,19848,19861,19902,19934,19946,19902,19786,19637
9994,157,17,31,26571,0,0,0,A,Flossmoor village,Illinois,9464,9441,9450,9470,9489,9498,9485,9431,9362
9995,157,17,31,26710,0,0,0,A,Ford Heights village,Illinois,2763,2770,2773,2781,2787,2791,2788,2773,2754
9996,157,17,31,26935,0,0,0,A,Forest Park village,Illinois,14167,14171,14178,14198,14214,14217,14179,14089,13982
9997,157,17,31,26987,0,0,0,A,Forest View village,Illinois,698,698,699,699,699,698,696,691,684
9998,157,17,31,27624,0,0,0,A,Frankfort village (pt.),Illinois,0,0,0,0,0,0,0,0,0
9999,157,17,31,27702,0,0,0,A,Franklin Park village,Illinois,18333,18311,18324,18358,18387,18398,18358,18245,18110
10000,157,17,31,29652,0,0,0,A,Glencoe village,Illinois,8723,8720,8730,8772,8812,8848,8907,8919,8894
10001,157,17,31,29938,0,0,0,A,Glenview village,Illinois,44692,44719,44766,44899,45036,45417,46710,47332,47475
10002,157,17,31,30029,0,0,0,A,Glenwood village,Illinois,8969,8990,8998,9016,9033,9040,9024,8973,8911
10003,157,17,31,30328,0,0,0,A,Golf village,Illinois,500,493,494,495,497,498,498,496,494
10004,157,17,31,32746,0,0,0,A,Hanover Park village (pt.),Illinois,20636,20634,20651,20745,20827,20888,20884,20768,20627
10005,157,17,31,33383,0,0,0,A,Harvey city,Illinois,25282,25264,25277,25316,25348,25355,25295,25138,24947
10006,157,17,31,33435,0,0,0,A,Harwood Heights village,Illinois,8612,8608,8613,8633,8654,8670,8659,8609,8549
10007,157,17,31,33695,0,0,0,A,Hazel Crest village,Illinois,14100,14009,14020,14054,14080,14093,14069,13990,13892
10008,157,17,31,34514,0,0,0,A,Hickory Hills city,Illinois,14049,14049,14063,14099,14131,14165,14157,14086,13992
10009,157,17,31,35086,0,0,0,A,Hillside village,Illinois,8157,8162,8169,8184,8200,8205,8188,8140,8081
10010,157,17,31,35307,0,0,0,A,Hinsdale village (pt.),Illinois,2227,2233,2236,2253,2269,2285,2308,2329,2334
10011,157,17,31,35385,0,0,0,A,Hodgkins village,Illinois,1897,1897,1897,1897,1894,1889,1879,1863,1848
10012,157,17,31,35411,0,0,0,A,Hoffman Estates village (pt.),Illinois,51895,51886,51942,52110,52244,52326,52268,52000,51738
10013,157,17,31,35835,0,0,0,A,Homer Glen village (pt.),Illinois,A,0,0,0,0,0,0,0,0
10014,157,17,31,35866,0,0,0,A,Hometown city,Illinois,4349,4349,4352,4360,4366,4368,4358,4331,4298
10015,157,17,31,35879,0,0,0,A,Homewood village,Illinois,19323,19307,19325,19362,19400,19418,19420,19306,19175
10016,157,17,31,37257,0,0,0,A,Indian Head Park village,Illinois,3809,3816,3818,3829,3838,3843,3841,3822,3802
10017,157,17,31,37608,0,0,0,A,Inverness village,Illinois,7399,7400,7409,7429,7486,7540,7583,7564,7541
10018,157,17,31,38830,0,0,0,A,Justice village,Illinois,12926,12926,12936,12991,13015,13026,13003,12934,12844
10019,157,17,31,39519,0,0,0,A,Kenilworth village,Illinois,2513,2508,2511,2512,2518,2548,2554,2543,2520
10020,157,17,31,40767,0,0,0,A,La Grange village,Illinois,15550,15550,15568,15624,15677,15727,15737,15683,15610
10021,157,17,31,40793,0,0,0,A,La Grange Park village,Illinois,13579,13580,13590,13618,13642,13654,13646,13574,13483
10022,157,17,31,42028,0,0,0,A,Lansing village,Illinois,28331,28351,28372,28433,28486,28512,28457,28291,28086
10023,157,17,31,42795,0,0,0,A,Lemont village (pt.),Illinois,15987,16045,16069,16195,16302,16455,16591,16703,16886
10024,157,17,31,43744,0,0,0,A,Lincolnwood village,Illinois,12590,12590,12599,12626,12657,12682,12668,12613,12527
10025,157,17,31,45421,0,0,0,A,Lynwood village,Illinois,9007,9026,9037,9241,9271,9282,9273,9223,9159
10026,157,17,31,45434,0,0,0,A,Lyons village,Illinois,10729,10733,10740,10760,10776,10784,10762,10697,10621
10027,157,17,31,45564,0,0,0,A,McCook village,Illinois,228,228,228,229,230,231,231,230,228
10028,157,17,31,47007,0,0,0,A,Markham city,Illinois,12508,12533,12548,12604,12649,12688,12694,12647,12565
10029,157,17,31,47540,0,0,0,A,Matteson village (pt.),Illinois,19009,19026,19040,19102,19141,19160,19143,19144,19097
10030,157,17,31,47774,0,0,0,A,Maywood village,Illinois,24090,24100,24114,24148,24173,24187,24110,23949,23756
10031,157,17,31,48242,0,0,0,A,Melrose Park village,Illinois,25411,25414,25432,25478,25521,25542,25474,25314,25229
10032,157,17,31,48554,0,0,0,A,Merrionette Park village,Illinois,1900,1900,1900,1902,1902,1901,1895,1881,1866
10033,157,17,31,48892,0,0,0,A,Midlothian village,Illinois,14819,14815,14827,14859,14891,14910,14886,14805,14699
10034,157,17,31,50647,0,0,0,A,Morton Grove village,Illinois,23270,23245,23272,23348,23437,23474,23439,23362,23227
10035,157,17,31,51089,0,0,0,A,Mount Prospect village,Illinois,54167,54177,54226,54362,54484,54648,54805,54539,54171
10036,157,17,31,53000,0,0,0,A,Niles village,Illinois,29803,29806,29831,29904,29966,30001,29963,29804,29617
10037,157,17,31,53377,0,0,0,A,Norridge village,Illinois,14572,14572,14583,14617,14655,14675,14653,14583,14498
10038,157,17,31,53481,0,0,0,A,Northbrook village,Illinois,33170,33197,33236,33370,33487,33589,33631,33559,33421
10039,157,17,31,53663,0,0,0,A,Northfield village,Illinois,5420,5432,5438,5452,5476,5488,5487,5476,5456
10040,157,17,31,53871,0,0,0,A,Northlake city,Illinois,12323,12325,12333,12355,12372,12378,12353,12280,12391
10041,157,17,31,54144,0,0,0,A,North Riverside village,Illinois,6672,6672,6678,6689,6700,6703,6689,6648,6598
10042,157,17,31,54534,0,0,0,A,Oak Brook village (pt.),Illinois,7,7,7,7,7,7,7,7,7
10043,157,17,31,54638,0,0,0,A,Oak Forest city,Illinois,27962,27954,27979,28060,28126,28165,28125,27976,27792
10044,157,17,31,54820,0,0,0,A,Oak Lawn village,Illinois,56690,56690,56734,56869,56980,57044,56954,56638,56257
10045,157,17,31,54885,0,0,0,A,Oak Park village,Illinois,51878,51878,51903,51951,51983,52094,51933,52152,51774
10046,157,17,31,55938,0,0,0,A,Olympia Fields village,Illinois,4988,4921,4927,4943,4963,4971,4970,4945,4913
10047,157,17,31,56627,0,0,0,A,Orland Hills village,Illinois,7149,7210,7218,7240,7260,7273,7266,7230,7184
10048,157,17,31,56640,0,0,0,A,Orland Park village (pt.),Illinois,56583,56480,56543,56807,57045,58262,58372,58285,58673
10049,157,17,31,57225,0,0,0,A,Palatine village,Illinois,68557,68551,68614,68832,69076,69258,69283,69122,68766
10050,157,17,31,57381,0,0,0,A,Palos Heights city,Illinois,12515,12517,12526,12559,12587,12601,12582,12516,12438
10051,157,17,31,57394,0,0,0,A,Palos Hills city,Illinois,17484,17480,17496,17547,17588,17615,17596,17514,17410
10052,157,17,31,57407,0,0,0,A,Palos Park village,Illinois,4847,4839,4847,4868,4887,4894,4891,4867,4838
10053,157,17,31,57732,0,0,0,A,Park Forest village (pt.),Illinois,18672,18682,18694,18756,18780,18802,18765,18652,18514
10054,157,17,31,57875,0,0,0,A,Park Ridge city,Illinois,37480,37479,37520,37606,37719,37822,37799,37657,37496
10055,157,17,31,59572,0,0,0,A,Phoenix village,Illinois,1964,1974,1976,1979,1981,1982,1976,1963,1947
10056,157,17,31,61314,0,0,0,A,Posen village,Illinois,5987,5982,5986,5999,6011,6017,6007,5972,5929
10057,157,17,31,62016,0,0,0,A,Prospect Heights city,Illinois,16256,16260,16274,16316,16357,16384,16398,16348,16242
10058,157,17,31,63706,0,0,0,A,Richton Park village,Illinois,13646,13633,13646,13683,13716,13736,13718,13647,13557
10059,157,17,31,64278,0,0,0,A,Riverdale village,Illinois,13549,13549,13563,13586,13607,13615,13585,13501,13398
10060,157,17,31,64304,0,0,0,A,River Forest village,Illinois,11172,11172,11179,11198,11228,11268,11244,11172,11088
10061,157,17,31,64343,0,0,0,A,River Grove village,Illinois,10227,10246,10253,10274,10290,10296,10275,10211,10134
10062,157,17,31,64421,0,0,0,A,Riverside village,Illinois,8875,8875,8880,8889,8896,8897,8868,8812,8748
10063,157,17,31,64616,0,0,0,A,Robbins village,Illinois,5337,5337,5346,5382,5416,5453,5475,5470,5460
10064,157,17,31,65338,0,0,0,A,Rolling Meadows city,Illinois,24099,24095,24115,24177,24233,24263,24244,24128,24021
10065,157,17,31,65806,0,0,0,A,Roselle village (pt.),Illinois,3723,3715,3719,3731,3742,3752,3754,3740,3722
10066,157,17,31,65819,0,0,0,A,Rosemont village,Illinois,4202,4206,4211,4220,4228,4232,4224,4199,4169
10067,157,17,31,67769,0,0,0,A,Sauk Village village (pt.),Illinois,10506,10553,10560,10580,10595,10600,10578,10514,10438
10068,157,17,31,68003,0,0,0,A,Schaumburg village (pt.),Illinois,74227,74229,74296,74504,74694,74812,74791,74501,74446
10069,157,17,31,68081,0,0,0,A,Schiller Park village,Illinois,11793,11793,11802,11830,11852,11862,11840,11775,11692
10070,157,17,31,70122,0,0,0,A,Skokie village,Illinois,64784,64845,64895,65029,65148,65202,65081,64716,64270
10071,157,17,31,70564,0,0,0,A,South Barrington village,Illinois,4565,4569,4580,4620,4657,4696,4808,4873,4915
10072,157,17,31,70629,0,0,0,A,South Chicago Heights village,Illinois,4139,4143,4145,4154,4161,4164,4156,4131,4102
10073,157,17,31,70850,0,0,0,A,South Holland village,Illinois,22030,22014,22031,22077,22118,22137,22096,21972,21817
10074,157,17,31,72520,0,0,0,A,Steger village (pt.),Illinois,4103,4100,4102,4111,4118,4121,4113,4088,4058
10075,157,17,31,72676,0,0,0,A,Stickney village,Illinois,6786,6786,6792,6806,6819,6823,6808,6769,6722
10076,157,17,31,72923,0,0,0,A,Stone Park village,Illinois,4946,4946,4948,4955,4962,4963,4950,4918,4883
10077,157,17,31,73157,0,0,0,A,Streamwood village,Illinois,39858,39839,39912,40044,40188,40277,40268,40431,40166
10078,157,17,31,73638,0,0,0,A,Summit village,Illinois,11054,11054,11061,11426,11442,11457,11431,11359,11314
10079,157,17,31,75185,0,0,0,A,Thornton village,Illinois,2338,2386,2387,2391,2395,2397,2392,2479,2461
10080,157,17,31,75484,0,0,0,A,Tinley Park village (pt.),Illinois,49236,49324,49371,49533,49684,49792,49782,49602,49336
10081,157,17,31,76935,0,0,0,A,University Park village (pt.),Illinois,273,273,273,274,275,276,276,275,273
10082,157,17,31,80047,0,0,0,A,Westchester village,Illinois,16718,16715,16728,16764,16796,16811,16780,16683,16563
10083,157,17,31,80242,0,0,0,A,Western Springs village,Illinois,12975,12948,12964,13022,13077,13139,13237,13307,13391
10084,157,17,31,81087,0,0,0,A,Wheeling village (pt.),Illinois,37642,37642,37695,37812,37902,37982,37963,37988,38315
10085,157,17,31,82049,0,0,0,A,Willow Springs village,Illinois,5524,5665,5669,5684,5699,5708,5704,5683,5648
10086,157,17,31,82075,0,0,0,A,Wilmette village,Illinois,27087,27058,27082,27183,27259,27326,27371,27308,27219
10087,157,17,31,82530,0,0,0,A,Winnetka village,Illinois,12187,12198,12215,12312,12373,12438,12483,12450,12417
10088,157,17,31,83245,0,0,0,A,Woodridge village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10089,157,17,31,83518,0,0,0,A,Worth village,Illinois,10789,10789,10799,10820,10838,10845,10822,10757,10681
10090,157,17,31,99990,0,0,0,F,Balance of Cook County,Illinois,104874,104551,104641,104883,105097,105196,104970,104346,103698
10569,157,17,43,243,0,0,0,A,Addison village,Illinois,36942,36967,37019,37167,37245,37332,37266,37139,36902
10570,157,17,43,3012,0,0,0,A,Aurora city (pt.),Illinois,49433,49353,49431,49728,49935,50137,50141,50046,49824
10571,157,17,43,4013,0,0,0,A,Bartlett village (pt.),Illinois,24411,24427,24458,24573,24653,24727,24698,24642,24499
10572,157,17,43,4078,0,0,0,A,Batavia city (pt.),Illinois,0,0,0,0,0,0,0,0,0
10573,157,17,43,5248,0,0,0,A,Bensenville village (pt.),Illinois,18352,18352,18369,18436,18469,18507,18468,18403,18355
10574,157,17,43,6587,0,0,0,A,Bloomingdale village,Illinois,22018,22050,22075,22172,22232,22295,22267,22193,22075
10575,157,17,43,7133,0,0,0,A,Bolingbrook village (pt.),Illinois,1571,1563,1565,1580,1588,1597,1602,1604,1602
10576,157,17,43,9980,0,0,0,A,Burr Ridge village (pt.),Illinois,6719,6718,6727,6776,6804,6836,6845,6864,6863
10577,157,17,43,11332,0,0,0,A,Carol Stream village,Illinois,39711,39729,39777,39982,40166,40301,40324,40280,40069
10578,157,17,43,14000,0,0,0,A,Chicago city (pt.),Illinois,0,0,0,0,0,0,0,0,0
10579,157,17,43,14572,0,0,0,A,Clarendon Hills village,Illinois,8427,8429,8441,8511,8565,8627,8652,8662,8653
10580,157,17,43,18628,0,0,0,A,Darien city,Illinois,22086,22086,22112,22208,22264,22320,22294,22213,22085
10581,157,17,43,20591,0,0,0,A,Downers Grove village,Illinois,47833,48874,48937,49170,49357,49611,49671,49642,49473
10582,157,17,43,23256,0,0,0,A,Elk Grove Village village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10583,157,17,43,23620,0,0,0,A,Elmhurst city (pt.),Illinois,44121,44136,44196,44932,45170,45518,45702,45872,46387
10584,157,17,43,29730,0,0,0,A,Glendale Heights village,Illinois,34208,34212,34251,34396,34474,34560,34499,34370,34145
10585,157,17,43,29756,0,0,0,A,Glen Ellyn village,Illinois,27450,27767,27799,27928,28026,28137,28139,28145,28042
10586,157,17,43,32746,0,0,0,A,Hanover Park village (pt.),Illinois,17337,17322,17343,17448,17513,17583,17578,17522,17417
10587,157,17,43,35307,0,0,0,A,Hinsdale village (pt.),Illinois,14589,14589,14612,14741,14846,14966,15121,15271,15297
10588,157,17,43,37907,0,0,0,A,Itasca village,Illinois,8649,8649,8665,8723,8763,8796,8793,8782,8728
10589,157,17,43,42795,0,0,0,A,Lemont village (pt.),Illinois,10,6,6,6,6,6,6,6,6
10590,157,17,43,43939,0,0,0,A,Lisle village,Illinois,22390,22492,22518,22624,22695,22767,22847,22964,22930
10591,157,17,43,44407,0,0,0,A,Lombard village,Illinois,43165,43347,43400,43573,43682,43809,43805,43660,43815
10592,157,17,43,51622,0,0,0,A,Naperville city (pt.),Illinois,94533,94802,94947,95589,96201,97011,97956,98465,98477
10593,157,17,43,54534,0,0,0,A,Oak Brook village (pt.),Illinois,7876,7876,7892,7943,7974,8019,8051,8070,8063
10594,157,17,43,54560,0,0,0,A,Oakbrook Terrace city,Illinois,2134,2134,2137,2145,2150,2155,2169,2160,2158
10595,157,17,43,65806,0,0,0,A,Roselle village (pt.),Illinois,19040,19006,19035,19118,19168,19234,19229,19183,19092
10596,157,17,43,66703,0,0,0,A,St. Charles city (pt.),Illinois,543,554,555,558,560,562,563,562,561
10597,157,17,43,68003,0,0,0,A,Schaumburg village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10598,157,17,43,77993,0,0,0,A,Villa Park village,Illinois,21904,22012,22033,22111,22149,22185,22127,22029,21882
10599,157,17,43,78929,0,0,0,A,Warrenville city,Illinois,13140,13176,13191,13246,13280,13336,13324,13292,13246
10600,157,17,43,79397,0,0,0,A,Wayne village (pt.),Illinois,1570,1559,1561,1572,1581,1583,1579,1578,1570
10601,157,17,43,80060,0,0,0,A,West Chicago city,Illinois,27086,27200,27235,27359,27439,27516,27480,27393,27221
10602,157,17,43,80645,0,0,0,A,Westmont village,Illinois,24685,24658,24685,24786,24848,24934,24937,24891,24767
10603,157,17,43,81048,0,0,0,A,Wheaton city,Illinois,52894,52999,53059,53329,53469,53666,53678,53621,53389
10604,157,17,43,81919,0,0,0,A,Willowbrook village,Illinois,8540,8542,8552,8595,8614,8636,8623,8597,8543
10605,157,17,43,82400,0,0,0,A,Winfield village,Illinois,9080,9097,9166,9308,9418,9501,9578,9659,9637
10606,157,17,43,82985,0,0,0,A,Wood Dale city,Illinois,13770,13770,13787,13855,13894,13955,13933,13891,13813
10607,157,17,43,83245,0,0,0,A,Woodridge village (pt.),Illinois,32949,32962,33004,33154,33241,33349,33340,33287,33461
10608,157,17,43,99990,0,0,0,F,Balance of DuPage County,Illinois,97758,95474,95604,96903,97229,97222,97134,96861,96321
11784,157,17,89,685,0,0,0,A,Algonquin village (pt.),Illinois,8433,8436,8447,8496,8515,8686,8699,8769,8911
11785,157,17,89,3012,0,0,0,A,Aurora city (pt.),Illinois,130976,131106,131236,131946,132192,132190,132522,132659,133208
11786,157,17,89,3883,0,0,0,A,Barrington Hills village (pt.),Illinois,137,136,136,137,137,137,138,138,138
11787,157,17,89,4013,0,0,0,A,Bartlett village (pt.),Illinois,0,0,0,0,0,0,0,0,0
11788,157,17,89,4078,0,0,0,A,Batavia city (pt.),Illinois,26045,26162,26188,26321,26368,26375,26397,26443,26391
11789,157,17,89,5976,0,0,0,A,Big Rock village,Illinois,1126,1134,1135,1142,1145,1149,1156,1160,1157
11790,157,17,89,9759,0,0,0,A,Burlington village,Illinois,618,623,624,628,629,630,633,634,632
11791,157,17,89,10906,0,0,0,A,Campton Hills village,Illinois,11131,11105,11123,11203,11242,11279,11293,11314,11310
11792,157,17,89,11358,0,0,0,A,Carpentersville village,Illinois,37691,37691,37762,38054,38129,38229,38360,38428,38291
11793,157,17,89,21696,0,0,0,A,East Dundee village (pt.),Illinois,2860,2868,2872,2883,2884,3196,3194,3193,3182
11794,157,17,89,22931,0,0,0,A,Elburn village,Illinois,5602,5602,5609,5641,5653,5653,5676,5735,5757
11795,157,17,89,23074,0,0,0,A,Elgin city (pt.),Illinois,84156,84075,84204,84920,85244,85531,86226,86996,87230
11796,157,17,89,28872,0,0,0,A,Geneva city,Illinois,21495,21495,21520,21636,21673,21680,21715,21761,21880
11797,157,17,89,29171,0,0,0,A,Gilberts village,Illinois,6879,6879,6912,7131,7315,7425,7544,7619,7724
11798,157,17,89,32525,0,0,0,A,Hampshire village,Illinois,5563,5568,5575,5610,5616,5735,5963,6113,6247
11799,157,17,89,35411,0,0,0,A,Hoffman Estates village (pt.),Illinois,0,0,0,0,0,0,0,0,0
11800,157,17,89,36750,0,0,0,A,Huntley village (pt.),Illinois,5795,5798,5809,5862,5897,5940,6002,6043,6059
11801,157,17,89,38895,0,0,0,A,Kaneville village,Illinois,484,482,483,486,487,487,490,491,490
11802,157,17,89,43406,0,0,0,A,Lily Lake village,Illinois,993,993,994,1000,1003,1006,1023,1030,1037
11803,157,17,89,46604,0,0,0,A,Maple Park village (pt.),Illinois,672,672,673,675,674,672,671,669,665
11804,157,17,89,50218,0,0,0,A,Montgomery village (pt.),Illinois,7871,7735,7769,7945,8053,8152,8202,8265,8303
11805,157,17,89,53442,0,0,0,A,North Aurora village,Illinois,16760,16723,16749,16873,16938,17074,17307,17407,17426
11806,157,17,89,59988,0,0,0,A,Pingree Grove village,Illinois,4532,4532,4597,4715,4905,5459,5865,6628,7391
11807,157,17,89,66703,0,0,0,A,St. Charles city (pt.),Illinois,32431,31751,31786,31959,32026,32043,32139,32185,32156
11808,157,17,89,70161,0,0,0,A,Sleepy Hollow village,Illinois,3304,3304,3308,3326,3334,3334,3336,3339,3329
11809,157,17,89,70720,0,0,0,A,South Elgin village,Illinois,21985,21985,22013,22130,22167,22173,22198,22319,22433
11810,157,17,89,73391,0,0,0,A,Sugar Grove village,Illinois,8997,8999,9011,9074,9092,9100,9182,9494,9573
11811,157,17,89,78175,0,0,0,A,Virgil village,Illinois,329,329,329,331,332,332,336,336,335
11812,157,17,89,79397,0,0,0,A,Wayne village (pt.),Illinois,861,850,851,859,864,862,860,861,859
11813,157,17,89,80125,0,0,0,A,West Dundee village,Illinois,7331,7331,7338,7371,7377,7371,7382,7380,7361
11814,157,17,89,99990,0,0,0,F,Balance of Kane County,Illinois,60212,60894,60977,61369,61540,61690,62127,62293,62240
11996,157,17,93,3012,0,0,0,A,Aurora city (pt.),Illinois,6019,6023,6048,6110,6173,6228,6298,6343,6461
11997,157,17,93,38570,0,0,0,A,Joliet city (pt.),Illinois,9749,9772,9812,9904,10003,10079,10169,10233,10364
11998,157,17,93,43900,0,0,0,A,Lisbon village,Illinois,285,297,299,301,303,307,309,311,313
11999,157,17,93,49100,0,0,0,A,Millbrook village,Illinois,335,325,326,329,333,335,338,340,343
12000,157,17,93,49308,0,0,0,A,Millington village (pt.),Illinois,245,245,246,248,251,253,255,256,259
12001,157,17,93,49607,0,0,0,A,Minooka village (pt.),Illinois,851,851,854,865,880,892,906,917,933
12002,157,17,93,50218,0,0,0,A,Montgomery village (pt.),Illinois,10567,10568,10613,10726,10839,10935,11029,11098,11220
12003,157,17,93,52103,0,0,0,A,Newark village,Illinois,992,981,985,997,1003,1008,1014,1018,1026
12004,157,17,93,56887,0,0,0,A,Oswego village (pt.),Illinois,30355,30431,30646,31243,31841,32396,33324,34028,34571
12005,157,17,93,60287,0,0,0,A,Plainfield village (pt.),Illinois,2079,2066,2075,2087,2103,2122,2136,2147,2169
12006,157,17,93,60352,0,0,0,A,Plano city,Illinois,10856,10846,10888,10987,11070,11133,11208,11250,11358
12007,157,17,93,60391,0,0,0,A,Plattville village,Illinois,242,245,246,248,251,253,255,256,259
12008,157,17,93,67548,0,0,0,A,Sandwich city (pt.),Illinois,163,156,157,158,160,161,162,163,165
12009,157,17,93,84038,0,0,0,A,Yorkville city,Illinois,16921,16911,17014,17273,17526,17812,18158,18435,18833
12010,157,17,93,99990,0,0,0,F,Balance of Kendall County,Illinois,25077,25075,25174,25380,25608,25795,26004,26151,26421
14992,157,17,197,3012,0,0,0,A,Aurora city (pt.),Illinois,11471,11465,11489,11507,11532,11519,11534,11529,11617
14993,157,17,197,4585,0,0,0,A,Beecher village,Illinois,4359,4359,4374,4404,4431,4453,4455,4446,4447
14994,157,17,197,7133,0,0,0,A,Bolingbrook village (pt.),Illinois,71795,71794,71918,72180,72344,72318,72473,72626,72916
14995,157,17,197,7640,0,0,0,A,Braceville village (pt.),Illinois,1,0,0,0,0,0,0,0,0
14996,157,17,197,7770,0,0,0,A,Braidwood city (pt.),Illinois,6191,6212,6225,6216,6209,6183,6170,6162,6152
14997,157,17,197,12476,0,0,0,A,Channahon village (pt.),Illinois,9345,9345,9365,9367,9373,9396,9392,9384,9414
14998,157,17,197,15170,0,0,0,A,Coal City village (pt.),Illinois,2,2,2,2,2,2,2,2,2
