,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
10133,71,17,31,10513,10474,0,1,A,Calumet Park village,Illinois,7835,7831,7852,7875,7896,7909,7893,7845,7787
10134,71,17,31,64278,10474,0,1,A,Riverdale village (pt.),Illinois,2341,2341,2344,2347,2350,2351,2345,2330,2311
10135,71,17,31,99990,10474,0,1,F,Balance of Calumet township,Illinois,79,79,79,79,80,80,80,80,79
10137,71,17,31,14000,14000,0,1,A,Chicago city (pt.),Illinois,2695598,2695620,2697736,2705404,2714120,2718887,2718530,2713596,2704958
10139,71,17,31,14351,14364,0,1,A,Cicero town,Illinois,83891,84241,84284,84389,84471,84469,84234,83669,82992
10141,71,17,31,2154,23243,0,1,A,Arlington Heights village (pt.),Illinois,13291,13294,13307,13348,13412,13444,13448,13417,13386
10142,71,17,31,19642,23243,0,1,A,Des Plaines city (pt.),Illinois,11888,11889,11905,11951,11994,12018,12013,11946,11864
10143,71,17,31,23256,23243,0,1,A,Elk Grove Village village (pt.),Illinois,22104,22102,22121,22179,22230,22260,22227,22105,21955
10144,71,17,31,51089,23243,0,1,A,Mount Prospect village (pt.),Illinois,32069,32079,32107,32186,32257,32353,32445,32288,32069
10145,71,17,31,65338,23243,0,1,A,Rolling Meadows city (pt.),Illinois,7354,7228,7234,7254,7272,7281,7276,7241,7208
10146,71,17,31,68003,23243,0,1,A,Schaumburg village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10147,71,17,31,99990,23243,0,1,F,Balance of Elk Grove township,Illinois,6199,6185,6186,6180,6167,6147,6110,6057,6009
10149,71,17,31,24582,24595,0,1,A,Evanston city,Illinois,74486,74485,74592,75066,75582,75787,75767,75350,74895
10151,71,17,31,4013,32694,0,1,A,Bartlett village (pt.),Illinois,16797,16775,16789,16830,16872,16890,16863,16788,16679
10152,71,17,31,23074,32694,0,1,A,Elgin city (pt.),Illinois,24032,24094,24134,24307,24443,24594,24772,24887,24893
10153,71,17,31,32746,32694,0,1,A,Hanover Park village (pt.),Illinois,10744,10744,10753,10802,10845,10877,10875,10814,10741
10154,71,17,31,35411,32694,0,1,A,Hoffman Estates village (pt.),Illinois,5061,5061,5067,5086,5105,5118,5117,5096,5073
10155,71,17,31,68003,32694,0,1,A,Schaumburg village (pt.),Illinois,2425,2425,2428,2437,2446,2452,2454,2445,2446
10156,71,17,31,70564,32694,0,1,A,South Barrington village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10157,71,17,31,73157,32694,0,1,A,Streamwood village (pt.),Illinois,38389,38370,38441,38568,38706,38791,38783,38939,38685
10158,71,17,31,99990,32694,0,1,F,Balance of Hanover township,Illinois,2090,2083,2085,2093,2101,2106,2103,2091,2080
10160,71,17,31,42795,42808,0,1,A,Lemont village (pt.),Illinois,15987,16045,16069,16195,16302,16455,16591,16703,16886
10161,71,17,31,57407,42808,0,1,A,Palos Park village (pt.),Illinois,200,200,200,201,201,201,201,201,200
10162,71,17,31,82049,42808,0,1,A,Willow Springs village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10163,71,17,31,83245,42808,0,1,A,Woodridge village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10164,71,17,31,99990,42808,0,1,F,Balance of Lemont township,Illinois,4926,4870,4876,4891,4906,4915,4909,4882,4855
10166,71,17,31,5248,43120,0,1,A,Bensenville village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10167,71,17,31,23724,43120,0,1,A,Elmwood Park village,Illinois,24883,24883,24897,24938,24970,24978,24918,24776,24626
10168,71,17,31,27702,43120,0,1,A,Franklin Park village,Illinois,18333,18311,18324,18358,18387,18398,18358,18245,18110
10169,71,17,31,48242,43120,0,1,A,Melrose Park village (pt.),Illinois,2553,2556,2559,2566,2572,2576,2570,2557,2551
10170,71,17,31,53377,43120,0,1,A,Norridge village (pt.),Illinois,1873,1873,1875,1881,1887,1890,1888,1880,1869
10171,71,17,31,53871,43120,0,1,A,Northlake city (pt.),Illinois,9355,9352,9357,9373,9385,9389,9371,9316,9400
10172,71,17,31,57875,43120,0,1,A,Park Ridge city (pt.),Illinois,2015,2015,2017,2023,2030,2035,2035,2029,2020
10173,71,17,31,64343,43120,0,1,A,River Grove village,Illinois,10227,10246,10253,10274,10290,10296,10275,10211,10134
10174,71,17,31,65819,43120,0,1,A,Rosemont village (pt.),Illinois,2360,2360,2363,2367,2371,2373,2368,2354,2336
10175,71,17,31,68081,43120,0,1,A,Schiller Park village,Illinois,11793,11793,11802,11830,11852,11862,11840,11775,11692
10176,71,17,31,99990,43120,0,1,F,Balance of Leyden township,Illinois,9498,9496,9504,9524,9546,9554,9533,9474,9411
10178,71,17,31,4572,45447,0,1,A,Bedford Park village (pt.),Illinois,572,574,575,574,574,572,569,570,567
10179,71,17,31,8225,45447,0,1,A,Bridgeview village (pt.),Illinois,9992,9990,10001,10027,10045,10054,10036,9981,9915
10180,71,17,31,8576,45447,0,1,A,Brookfield village (pt.),Illinois,8231,8231,8236,8250,8263,8267,8250,8209,8151
10181,71,17,31,9980,45447,0,1,A,Burr Ridge village (pt.),Illinois,3840,3851,3855,3877,3893,3908,3914,3918,3917
10182,71,17,31,16873,45447,0,1,A,Countryside city,Illinois,5895,5882,5925,5942,5954,5963,5999,5972,5947
10183,71,17,31,34514,45447,0,1,A,Hickory Hills city (pt.),Illinois,1933,1933,1935,1940,1945,1950,1949,1939,1925
10184,71,17,31,35307,45447,0,1,A,Hinsdale village (pt.),Illinois,2227,2233,2236,2253,2269,2285,2308,2329,2334
10185,71,17,31,35385,45447,0,1,A,Hodgkins village,Illinois,1897,1897,1897,1897,1894,1889,1879,1863,1848
10186,71,17,31,37257,45447,0,1,A,Indian Head Park village,Illinois,3809,3816,3818,3829,3838,3843,3841,3822,3802
10187,71,17,31,38830,45447,0,1,A,Justice village,Illinois,12926,12926,12936,12991,13015,13026,13003,12934,12844
10188,71,17,31,40767,45447,0,1,A,La Grange village,Illinois,15550,15550,15568,15624,15677,15727,15737,15683,15610
10189,71,17,31,45434,45447,0,1,A,Lyons village (pt.),Illinois,10544,10548,10555,10574,10589,10597,10575,10511,10436
10190,71,17,31,45564,45447,0,1,A,McCook village,Illinois,228,228,228,229,230,231,231,230,228
10191,71,17,31,64421,45447,0,1,A,Riverside village (pt.),Illinois,115,118,118,119,119,119,119,119,118
10192,71,17,31,73638,45447,0,1,A,Summit village,Illinois,11054,11054,11061,11426,11442,11457,11431,11359,11314
10193,71,17,31,80242,45447,0,1,A,Western Springs village (pt.),Illinois,12433,12401,12416,12472,12525,12586,12681,12748,12829
10194,71,17,31,82049,45447,0,1,A,Willow Springs village (pt.),Illinois,5354,5499,5503,5517,5532,5540,5536,5516,5482
10195,71,17,31,99990,45447,0,1,F,Balance of Lyons township,Illinois,5088,4964,4967,4970,4968,4962,4939,4902,4865
10197,71,17,31,19642,46162,0,1,A,Des Plaines city (pt.),Illinois,45202,45222,45274,45422,45563,45625,45583,45319,45002
10198,71,17,31,29938,46162,0,1,A,Glenview village (pt.),Illinois,4205,4198,4203,4214,4226,4261,4382,4439,4450
10199,71,17,31,50647,46162,0,1,A,Morton Grove village (pt.),Illinois,5904,5904,5911,5931,5955,5965,5956,5936,5903
10200,71,17,31,51089,46162,0,1,A,Mount Prospect village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10201,71,17,31,53000,46162,0,1,A,Niles village (pt.),Illinois,20676,20676,20693,20744,20788,20813,20785,20673,20542
10202,71,17,31,57875,46162,0,1,A,Park Ridge city (pt.),Illinois,31468,31467,31501,31574,31668,31756,31736,31617,31482
10203,71,17,31,65819,46162,0,1,A,Rosemont village (pt.),Illinois,1842,1846,1848,1853,1857,1859,1856,1845,1833
10204,71,17,31,99990,46162,0,1,F,Balance of Maine township,Illinois,26475,26458,26481,26555,26624,26665,26622,26475,26319
10206,71,17,31,29652,52909,0,1,A,Glencoe village (pt.),Illinois,8723,8720,8730,8772,8812,8848,8907,8919,8894
10207,71,17,31,29938,52909,0,1,A,Glenview village (pt.),Illinois,2902,2884,2887,2896,2903,2928,3012,3052,3060
10208,71,17,31,39519,52909,0,1,A,Kenilworth village,Illinois,2513,2508,2511,2512,2518,2548,2554,2543,2520
10209,71,17,31,53481,52909,0,1,A,Northbrook village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10210,71,17,31,53663,52909,0,1,A,Northfield village (pt.),Illinois,1745,1745,1747,1752,1760,1765,1764,1761,1755
10211,71,17,31,82075,52909,0,1,A,Wilmette village (pt.),Illinois,26968,26939,26963,27063,27139,27206,27251,27188,27100
10212,71,17,31,82530,52909,0,1,A,Winnetka village,Illinois,12187,12198,12215,12312,12373,12438,12483,12450,12417
10213,71,17,31,99990,52909,0,1,F,Balance of New Trier township,Illinois,386,385,385,387,388,389,389,388,385
10215,71,17,31,29938,53013,0,1,A,Glenview village (pt.),Illinois,1515,1505,1507,1510,1515,1527,1570,1591,1595
10216,71,17,31,30328,53013,0,1,A,Golf village,Illinois,500,493,494,495,497,498,498,496,494
10217,71,17,31,43744,53013,0,1,A,Lincolnwood village,Illinois,12590,12590,12599,12626,12657,12682,12668,12613,12527
10218,71,17,31,50647,53013,0,1,A,Morton Grove village (pt.),Illinois,17366,17341,17361,17417,17482,17509,17483,17426,17324
10219,71,17,31,53000,53013,0,1,A,Niles village (pt.),Illinois,9127,9130,9138,9160,9178,9188,9178,9131,9075
10220,71,17,31,70122,53013,0,1,A,Skokie village,Illinois,64784,64845,64895,65029,65148,65202,65081,64716,64270
10221,71,17,31,99990,53013,0,1,F,Balance of Niles township,Illinois,0,0,0,0,0,0,0,0,0
10223,71,17,31,18992,53676,0,1,A,Deerfield village (pt.),Illinois,172,172,172,173,173,174,175,179,178
10224,71,17,31,29652,53676,0,1,A,Glencoe village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10225,71,17,31,29938,53676,0,1,A,Glenview village (pt.),Illinois,36070,36132,36169,36279,36392,36701,37746,38250,38370
10226,71,17,31,53481,53676,0,1,A,Northbrook village (pt.),Illinois,32692,32720,32758,32891,33006,33107,33147,33075,32938
10227,71,17,31,53663,53676,0,1,A,Northfield village (pt.),Illinois,3675,3687,3691,3700,3716,3723,3723,3715,3701
10228,71,17,31,62016,53676,0,1,A,Prospect Heights city (pt.),Illinois,48,4,4,4,4,4,4,4,4
10229,71,17,31,82075,53676,0,1,A,Wilmette village (pt.),Illinois,119,119,119,120,120,120,120,120,119
10230,71,17,31,99990,53676,0,1,F,Balance of Northfield township,Illinois,12326,12251,12263,12297,12330,12348,12328,12258,12185
10232,71,17,31,33435,54430,0,1,A,Harwood Heights village,Illinois,8612,8608,8613,8633,8654,8670,8659,8609,8549
10233,71,17,31,53377,54430,0,1,A,Norridge village (pt.),Illinois,12699,12699,12708,12736,12768,12785,12765,12703,12629
10234,71,17,31,57875,54430,0,1,A,Park Ridge city (pt.),Illinois,3997,3997,4002,4009,4021,4031,4028,4011,3994
10235,71,17,31,99990,54430,0,1,F,Balance of Norwood Park township,Illinois,1077,1068,1069,1073,1077,1080,1077,1070,1064
10237,71,17,31,54885,54898,0,1,A,Oak Park village,Illinois,51878,51878,51903,51951,51983,52094,51933,52152,51774
10239,71,17,31,35835,56614,0,1,A,Homer Glen village (pt.),Illinois,A,0,0,0,0,0,0,0,0
10240,71,17,31,56627,56614,0,1,A,Orland Hills village,Illinois,7149,7210,7218,7240,7260,7273,7266,7230,7184
10241,71,17,31,56640,56614,0,1,A,Orland Park village (pt.),Illinois,55018,54964,55025,55281,55513,56698,56806,56720,57097
10242,71,17,31,75484,56614,0,1,A,Tinley Park village (pt.),Illinois,30449,30508,30538,30642,30741,30813,30812,30705,30545
10243,71,17,31,99990,56614,0,1,F,Balance of Orland township,Illinois,4942,4850,4856,4871,4886,4895,4891,4868,4841
10245,71,17,31,2154,57238,0,1,A,Arlington Heights village (pt.),Illinois,777,731,732,735,739,741,741,740,739
10246,71,17,31,3844,57238,0,1,A,Barrington village (pt.),Illinois,1090,1084,1085,1089,1093,1096,1099,1098,1095
10247,71,17,31,19083,57238,0,1,A,Deer Park village (pt.),Illinois,17,19,19,19,19,19,19,23,23
10248,71,17,31,35411,57238,0,1,A,Hoffman Estates village (pt.),Illinois,10737,10733,10746,10781,10811,10830,10819,10765,10711
10249,71,17,31,37608,57238,0,1,A,Inverness village (pt.),Illinois,5711,5718,5725,5739,5782,5823,5856,5842,5823
10250,71,17,31,57225,57238,0,1,A,Palatine village (pt.),Illinois,68514,68505,68568,68786,69030,69211,69236,69076,68720
10251,71,17,31,65338,57238,0,1,A,Rolling Meadows city (pt.),Illinois,15036,15032,15044,15082,15117,15136,15123,15049,14982
10252,71,17,31,68003,57238,0,1,A,Schaumburg village (pt.),Illinois,4024,4024,4027,4039,4050,4057,4056,4041,4039
10253,71,17,31,70564,57238,0,1,A,South Barrington village (pt.),Illinois,121,121,121,122,122,122,125,127,129
10254,71,17,31,99990,57238,0,1,F,Balance of Palatine township,Illinois,6967,6996,7001,7023,7043,7056,7046,7008,6967
10256,71,17,31,8225,57355,0,1,A,Bridgeview village (pt.),Illinois,4231,4231,4233,4233,4226,4214,4194,4160,4125
10257,71,17,31,34514,57355,0,1,A,Hickory Hills city (pt.),Illinois,12116,12116,12128,12159,12186,12215,12208,12147,12067
10258,71,17,31,56640,57355,0,1,A,Orland Park village (pt.),Illinois,1539,1513,1515,1523,1529,1561,1563,1562,1573
10259,71,17,31,57381,57355,0,1,A,Palos Heights city (pt.),Illinois,5898,5900,5904,5921,5935,5943,5935,5904,5867
10260,71,17,31,57394,57355,0,1,A,Palos Hills city,Illinois,17484,17480,17496,17547,17588,17615,17596,17514,17410
10261,71,17,31,57407,57355,0,1,A,Palos Park village (pt.),Illinois,4647,4639,4647,4667,4686,4693,4690,4666,4638
10262,71,17,31,82049,57355,0,1,A,Willow Springs village (pt.),Illinois,170,166,166,167,167,168,168,167,166
10263,71,17,31,83518,57355,0,1,A,Worth village (pt.),Illinois,2823,2823,2826,2831,2834,2835,2828,2810,2790
10264,71,17,31,99990,57355,0,1,F,Balance of Palos township,Illinois,5707,5743,5750,5769,5787,5800,5794,5765,5733
10266,71,17,31,4975,62133,0,1,A,Bellwood village,Illinois,19071,19055,19069,19101,19129,19138,19108,19242,19107
10267,71,17,31,5404,62133,0,1,A,Berkeley village,Illinois,5209,5207,5210,5220,5227,5230,5221,5188,5148
10268,71,17,31,8446,62133,0,1,A,Broadview village,Illinois,7932,7919,7923,7937,7949,7953,7934,7884,7823
10269,71,17,31,8576,62133,0,1,A,Brookfield village (pt.),Illinois,9181,9181,9184,9195,9204,9203,9182,9131,9061
10270,71,17,31,23620,62133,0,1,A,Elmhurst city (pt.),Illinois,0,0,0,0,0,0,0,0,0
10271,71,17,31,26935,62133,0,1,A,Forest Park village,Illinois,14167,14171,14178,14198,14214,14217,14179,14089,13982
10272,71,17,31,35086,62133,0,1,A,Hillside village,Illinois,8157,8162,8169,8184,8200,8205,8188,8140,8081
10273,71,17,31,40793,62133,0,1,A,La Grange Park village,Illinois,13579,13580,13590,13618,13642,13654,13646,13574,13483
10274,71,17,31,47774,62133,0,1,A,Maywood village,Illinois,24090,24100,24114,24148,24173,24187,24110,23949,23756
10275,71,17,31,48242,62133,0,1,A,Melrose Park village (pt.),Illinois,22858,22858,22873,22912,22949,22966,22904,22757,22678
10276,71,17,31,53871,62133,0,1,A,Northlake city (pt.),Illinois,2968,2973,2976,2982,2987,2989,2982,2964,2991
10277,71,17,31,54144,62133,0,1,A,North Riverside village (pt.),Illinois,1699,1699,1701,1705,1709,1711,1709,1699,1688
10278,71,17,31,54534,62133,0,1,A,Oak Brook village (pt.),Illinois,7,7,7,7,7,7,7,7,7
10279,71,17,31,72923,62133,0,1,A,Stone Park village,Illinois,4946,4946,4948,4955,4962,4963,4950,4918,4883
10280,71,17,31,80047,62133,0,1,A,Westchester village,Illinois,16718,16715,16728,16764,16796,16811,16780,16683,16563
10281,71,17,31,80242,62133,0,1,A,Western Springs village (pt.),Illinois,542,547,548,550,552,553,556,559,562
10282,71,17,31,99990,62133,0,1,F,Balance of Proviso township,Illinois,580,598,599,600,602,603,601,597,595
10284,71,17,31,16691,63498,0,1,A,Country Club Hills city (pt.),Illinois,7050,7011,7017,7036,7135,7146,7136,7099,7051
10285,71,17,31,26571,63498,0,1,A,Flossmoor village (pt.),Illinois,7259,7238,7244,7261,7277,7286,7276,7236,7185
10286,71,17,31,27624,63498,0,1,A,Frankfort village (pt.),Illinois,0,0,0,0,0,0,0,0,0
10287,71,17,31,33695,63498,0,1,A,Hazel Crest village (pt.),Illinois,1808,1808,1810,1815,1819,1821,1818,1808,1796
10288,71,17,31,35879,63498,0,1,A,Homewood village (pt.),Illinois,2578,2578,2581,2586,2591,2593,2595,2579,2563
10289,71,17,31,47540,63498,0,1,A,Matteson village (pt.),Illinois,19009,19026,19040,19102,19141,19160,19143,19144,19097
10290,71,17,31,55938,63498,0,1,A,Olympia Fields village (pt.),Illinois,4471,4440,4445,4460,4478,4485,4484,4461,4431
10291,71,17,31,57732,63498,0,1,A,Park Forest village (pt.),Illinois,15336,15346,15356,15413,15433,15453,15425,15334,15222
10292,71,17,31,63706,63498,0,1,A,Richton Park village,Illinois,13646,13633,13646,13683,13716,13736,13718,13647,13557
10293,71,17,31,75484,63498,0,1,A,Tinley Park village (pt.),Illinois,2760,2761,2764,2775,2785,2792,2793,2785,2771
10294,71,17,31,76935,63498,0,1,A,University Park village (pt.),Illinois,273,273,273,274,275,276,276,275,273
10295,71,17,31,99990,63498,0,1,F,Balance of Rich township,Illinois,2537,2591,2592,2592,2586,2579,2566,2545,2524
10297,71,17,31,64304,64317,0,1,A,River Forest village,Illinois,11172,11172,11179,11198,11228,11268,11244,11172,11088
10299,71,17,31,8576,64434,0,1,A,Brookfield village (pt.),Illinois,1566,1562,1564,1565,1565,1564,1560,1551,1541
10300,71,17,31,45434,64434,0,1,A,Lyons village (pt.),Illinois,185,185,185,186,187,187,187,186,185
10301,71,17,31,54144,64434,0,1,A,North Riverside village (pt.),Illinois,4973,4973,4977,4984,4991,4992,4980,4949,4910
10302,71,17,31,64421,64434,0,1,A,Riverside village (pt.),Illinois,8760,8757,8762,8770,8777,8778,8749,8693,8630
10303,71,17,31,99990,64434,0,1,F,Balance of Riverside township,Illinois,110,110,110,111,111,111,111,111,110
10305,71,17,31,23256,68016,0,1,A,Elk Grove Village village (pt.),Illinois,11023,11023,11033,11067,11095,11116,11102,11045,10976
10306,71,17,31,32746,68016,0,1,A,Hanover Park village (pt.),Illinois,9892,9890,9898,9943,9982,10011,10009,9954,9886
10307,71,17,31,35411,68016,0,1,A,Hoffman Estates village (pt.),Illinois,33915,33915,33949,34055,34135,34183,34140,33959,33786
10308,71,17,31,65338,68016,0,1,A,Rolling Meadows city (pt.),Illinois,1582,1708,1710,1713,1716,1718,1717,1710,1704
10309,71,17,31,65806,68016,0,1,A,Roselle village (pt.),Illinois,3723,3715,3719,3731,3742,3752,3754,3740,3722
10310,71,17,31,68003,68016,0,1,A,Schaumburg village (pt.),Illinois,67778,67780,67841,68028,68198,68303,68281,68015,67961
10311,71,17,31,73157,68016,0,1,A,Streamwood village (pt.),Illinois,1469,1469,1471,1476,1482,1486,1485,1492,1481
10312,71,17,31,99990,68016,0,1,F,Balance of Schaumburg township,Illinois,1906,1907,1909,1914,1918,1920,1917,1906,1895
10314,71,17,31,4572,72689,0,1,A,Bedford Park village (pt.),Illinois,8,15,15,15,15,15,15,15,15
10315,71,17,31,8225,72689,0,1,A,Bridgeview village (pt.),Illinois,324,324,324,326,327,328,328,326,324
10316,71,17,31,9642,72689,0,1,A,Burbank city,Illinois,28925,28925,28947,29034,29116,29185,29174,29050,28886
10317,71,17,31,26987,72689,0,1,A,Forest View village,Illinois,698,698,699,699,699,698,696,691,684
10318,71,17,31,72676,72689,0,1,A,Stickney village,Illinois,6786,6786,6792,6806,6819,6823,6808,6769,6722
10319,71,17,31,99990,72689,0,1,F,Balance of Stickney township,Illinois,4031,4024,4029,4038,4046,4049,4042,4019,3993
10321,71,17,31,6704,75198,0,1,A,Blue Island city (pt.),Illinois,1242,1307,1309,1311,1310,1308,1302,1291,1281
10322,71,17,31,9798,75198,0,1,A,Burnham village,Illinois,4206,4206,4213,4223,4229,4232,4224,4199,4170
10323,71,17,31,10487,75198,0,1,A,Calumet City city,Illinois,37042,37116,37152,37224,37286,37311,37232,37008,36732
10324,71,17,31,20149,75198,0,1,A,Dixmoor village,Illinois,3644,3649,3650,3650,3647,3639,3621,3592,3561
10325,71,17,31,20292,75198,0,1,A,Dolton village,Illinois,23153,23074,23090,23146,23189,23238,23193,23058,22891
10326,71,17,31,21904,75198,0,1,A,East Hazel Crest village,Illinois,1543,1545,1547,1550,1553,1555,1552,1543,1532
10327,71,17,31,30029,75198,0,1,A,Glenwood village (pt.),Illinois,866,866,867,868,870,870,868,862,856
10328,71,17,31,33383,75198,0,1,A,Harvey city (pt.),Illinois,23251,23231,23245,23286,23321,23333,23283,23141,22968
10329,71,17,31,33695,75198,0,1,A,Hazel Crest village (pt.),Illinois,2902,2902,2903,2909,2911,2911,2905,2888,2867
10330,71,17,31,35879,75198,0,1,A,Homewood village (pt.),Illinois,5944,5945,5950,5960,5970,5974,5973,5936,5893
10331,71,17,31,42028,75198,0,1,A,Lansing village (pt.),Illinois,22925,22909,22926,22974,23015,23034,22988,22852,22685
10332,71,17,31,47007,75198,0,1,A,Markham city (pt.),Illinois,3852,3877,3882,3899,3913,3926,3928,3915,3890
10333,71,17,31,59572,75198,0,1,A,Phoenix village,Illinois,1964,1974,1976,1979,1981,1982,1976,1963,1947
10334,71,17,31,61314,75198,0,1,A,Posen village (pt.),Illinois,451,451,452,453,455,456,456,454,452
10335,71,17,31,64278,75198,0,1,A,Riverdale village (pt.),Illinois,11208,11208,11219,11239,11257,11264,11240,11171,11087
10336,71,17,31,70850,75198,0,1,A,South Holland village,Illinois,22030,22014,22031,22077,22118,22137,22096,21972,21817
10337,71,17,31,75185,75198,0,1,A,Thornton village,Illinois,2338,2386,2387,2391,2395,2397,2392,2479,2461
10338,71,17,31,99990,75198,0,1,F,Balance of Thornton township,Illinois,765,729,730,730,733,735,732,727,722
10340,71,17,31,2154,81100,0,1,A,Arlington Heights village (pt.),Illinois,61033,61064,61123,61293,61574,61712,61714,61556,61400
10341,71,17,31,9447,81100,0,1,A,Buffalo Grove village (pt.),Illinois,13644,13656,13670,13747,13789,13821,13807,13738,13664
10342,71,17,31,19642,81100,0,1,A,Des Plaines city (pt.),Illinois,1274,1274,1275,1281,1285,1288,1288,1282,1275
